N,M,rfc_type,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,n_adapt,washout,beta_W,beta_W_out,W_in_std,W_sr,noise_std,signal_noise,experiment_name,cycles,n_rep,nrmse
500,1,matrix_conceptor,1000,398.1071705534973,1258.9254117941675,630.957344480193,1916,500,0.00011,0.01,1.2,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.005747508199185956
500,1,matrix_conceptor,1000,398.1071705534973,1258.9254117941675,630.957344480193,1916,500,9e-05,0.01,1.2,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.004346128136404052
500,1,matrix_conceptor,1000,398.1071705534973,1258.9254117941675,630.957344480193,1916,500,8.1e-05,0.01,1.2,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.009457857073504999
500,1,matrix_conceptor,1100.0,398.1071705534973,1258.9254117941675,630.957344480193,1916,500,8.1e-05,0.01,1.2,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.0061276349734857415
500,1,matrix_conceptor,900.0,398.1071705534973,1258.9254117941675,630.957344480193,1916,500,8.1e-05,0.01,1.2,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.005106091625225618
500,1,matrix_conceptor,810.0,398.1071705534973,1258.9254117941675,630.957344480193,1916,500,8.1e-05,0.01,1.2,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.006355544277333395
500,1,matrix_conceptor,810.0,437.9178876088471,1258.9254117941675,630.957344480193,1916,500,8.1e-05,0.01,1.2,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.008275810302284102
500,1,matrix_conceptor,810.0,358.29645349814757,1258.9254117941675,630.957344480193,1916,500,8.1e-05,0.01,1.2,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.0046245484823074084
500,1,matrix_conceptor,810.0,322.4668081483328,1258.9254117941675,630.957344480193,1916,500,8.1e-05,0.01,1.2,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.0056800123165753
500,1,matrix_conceptor,810.0,322.4668081483328,1384.8179529735844,630.957344480193,1916,500,8.1e-05,0.01,1.2,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.007314775569923271
500,1,matrix_conceptor,810.0,322.4668081483328,1133.0328706147507,630.957344480193,1916,500,8.1e-05,0.01,1.2,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.0049982404389710845
500,1,matrix_conceptor,810.0,322.4668081483328,1258.9254117941675,694.0530789282122,1916,500,8.1e-05,0.01,1.2,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.0059112726238241195
500,1,matrix_conceptor,810.0,322.4668081483328,1258.9254117941675,567.8616100321738,1916,500,8.1e-05,0.01,1.2,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.007359287819313508
500,1,matrix_conceptor,810.0,322.4668081483328,1258.9254117941675,630.957344480193,1916,500,8.1e-05,0.011,1.2,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.004358019439558881
500,1,matrix_conceptor,810.0,322.4668081483328,1258.9254117941675,630.957344480193,1916,500,8.1e-05,0.009000000000000001,1.2,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.004727770156855942
500,1,matrix_conceptor,810.0,322.4668081483328,1258.9254117941675,630.957344480193,1916,500,8.1e-05,0.008100000000000001,1.2,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.008153352725887884
500,1,matrix_conceptor,810.0,322.4668081483328,1258.9254117941675,630.957344480193,1916,500,8.1e-05,0.008100000000000001,1.25,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.008077882129025027
500,1,matrix_conceptor,810.0,322.4668081483328,1258.9254117941675,630.957344480193,1916,500,8.1e-05,0.008100000000000001,1.15,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.0051311545084723065
500,1,matrix_conceptor,810.0,322.4668081483328,1258.9254117941675,630.957344480193,1916,500,8.1e-05,0.008100000000000001,1.0999999999999999,0.8,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.011436676352755588
500,1,matrix_conceptor,810.0,322.4668081483328,1258.9254117941675,630.957344480193,1916,500,8.1e-05,0.008100000000000001,1.0999999999999999,0.9,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.007231566597517308
500,1,matrix_conceptor,810.0,322.4668081483328,1258.9254117941675,630.957344480193,1916,500,8.1e-05,0.008100000000000001,1.0999999999999999,0.7000000000000001,0,0,../res/2025-01-22 20:49:51__500.csv,3j,5,0.00490110743130123
