n_harvest,washout,learning_rate_c,beta_W_out,beta_G,beta_D,aperture,spectral_radius,N,M,n_adapt,W_sr,W_sparseness,d_dim,F_method,signal_dim,G_method,noise_mean,noise_std,nrmse
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.0075,[0.00217129]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.00975,[0.00222748]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.0073124999999999996,[0.00231397]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.009506249999999999,[0.00236449]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.007129687499999999,[0.00226384]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.009268593749999998,[0.00228199]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.006951445312499999,[0.00231339]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.009036878906249999,[0.00220611]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.006777659179687499,[0.00226469]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.00881095693359375,[0.00229766]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.006608217700195312,[0.00234532]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.008590683010253905,[0.00234801]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.0064430122576904295,[0.00220401]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.008375915934997558,[0.00226796]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.006281936951248169,[0.00227966]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.00816651803662262,[0.00228585]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.006124888527466964,[0.00215782]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.007962355085707053,[0.00216292]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.00597176631428029,[0.00219635]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,,0.007763296208564377,[0.00223973]
