n_harvest,washout,beta_W_out,beta_G,beta_D,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,spectral_radius,N,M,n_adapt,W_sr,W_sparseness,d_dim,F_method,signal_dim,G_method,noise_mean,noise_std,rfc_type,max_n_features,verbose,experiment_name,cycles,n_rep,nrmse
2000,500,5,0.1,0.07,7000,1000,150,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.0015,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.014404783729987007
2000,500,5,0.1,0.07,7000,1000,150,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.0005,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.0031959381081901684
2000,500,5,0.1,0.07,7000,1000,150,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.015892863628168514
2000,500,5,0.11000000000000001,0.07,7000,1000,150,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.006056140738404351
2000,500,5,0.09,0.07,7000,1000,150,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.01707159132200455
2000,500,5,0.09899999999999999,0.07,7000,1000,150,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.001302965284780077
2000,500,5,0.1089,0.07,7000,1000,150,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.005779903197256914
2000,500,5,0.1089,0.07,7700.0,1000,150,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.012876665384870674
2000,500,5,0.1089,0.07,6300.0,1000,150,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.01788022405511534
2000,500,5,0.1089,0.07,6930.0,1000,150,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.015286024968546181
2000,500,5,0.1089,0.07,7623.0,1000,150,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.0015593158188109684
2000,500,5,0.1089,0.07,8385.3,1000,150,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.012049805584130562
2000,500,5,0.1089,0.07,8385.3,1100.0,150,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.01668176368632124
2000,500,5,0.1089,0.07,8385.3,900.0,150,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.004908288359017119
2000,500,5,0.1089,0.07,8385.3,810.0,150,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.013542166231588831
2000,500,5,0.1089,0.07,8385.3,810.0,165.0,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.001603028292388824
2000,500,5,0.1089,0.07,8385.3,810.0,135.0,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.001746755989911576
2000,500,5,0.1089,0.07,8385.3,810.0,121.5,20,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.005020839255551043
2000,500,5,0.1089,0.07,8385.3,810.0,121.5,22.0,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.016786246160328692
2000,500,5,0.1089,0.07,8385.3,810.0,121.5,18.0,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.006604312156095696
2000,500,5,0.1089,0.07,8385.3,810.0,121.5,16.2,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.013751382609165731
2000,500,6.25,0.1089,0.07,8385.3,810.0,121.5,16.2,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.01361678314396492
2000,500,3.75,0.1089,0.07,8385.3,810.0,121.5,16.2,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.012888731641032894
2000,500,2.8125,0.1089,0.07,8385.3,810.0,121.5,16.2,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.0015725468316257459
2000,500,2.109375,0.1089,0.07,8385.3,810.0,121.5,16.2,0.8,500,500,2000,0.5,0.1,reservoir_dim,patterns,2,W_F,,0.00025,base,750,False,../res/2024-12-17 12:39:49.csv,2,1,0.017706662884579512
