N,M,rfc_type,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,aperture_rossler_attractor_2d,aperture_lorenz_attractor_2d,aperture_mackey_glass_2d,aperture_henon_attractor_2d,n_adapt,washout,beta_W,beta_W_out,W_in_std,W_sr,bias,noise_std,signal_noise,experiment_name,cycles,n_rep,nrmse
500,1,matrix_conceptor,630.957344480193,398.1071705534973,1258.9254117941675,1000,630.957344480193,398.1071705534973,1258.9254117941675,1000,1900,500,0.0001,0.01,1.2,0.6,0.4,0.00011,0.0005,../res/2025-01-24 11:01:55__500.csv,3,5,0.0021956415546740002
500,1,matrix_conceptor,630.957344480193,398.1071705534973,1258.9254117941675,1000,630.957344480193,398.1071705534973,1258.9254117941675,1000,1900,500,0.0001,0.01,1.2,0.6,0.4,9e-05,0.0005,../res/2025-01-24 11:01:55__500.csv,3,5,0.002080772915396254
500,1,matrix_conceptor,630.957344480193,398.1071705534973,1258.9254117941675,1000,630.957344480193,398.1071705534973,1258.9254117941675,1000,1900,500,0.0001,0.01,1.2,0.6,0.4,8.1e-05,0.0005,../res/2025-01-24 11:01:55__500.csv,3,5,0.003292829955359196
500,1,matrix_conceptor,630.957344480193,398.1071705534973,1258.9254117941675,1000,630.957344480193,398.1071705534973,1258.9254117941675,1000,1900,500,0.0001,0.01,1.2,0.6,0.4,8.1e-05,0.00055,../res/2025-01-24 11:01:55__500.csv,3,5,0.002669841107131912
500,1,matrix_conceptor,630.957344480193,398.1071705534973,1258.9254117941675,1000,630.957344480193,398.1071705534973,1258.9254117941675,1000,1900,500,0.0001,0.01,1.2,0.6,0.4,8.1e-05,0.00045,../res/2025-01-24 11:01:55__500.csv,3,5,0.002364780633906524
500,1,matrix_conceptor,630.957344480193,398.1071705534973,1258.9254117941675,1000,630.957344480193,398.1071705534973,1258.9254117941675,1000,1900,500,0.0001,0.01,1.2,0.6,0.4,8.1e-05,0.000405,../res/2025-01-24 11:01:55__500.csv,3,5,0.0022787378180894593
500,1,matrix_conceptor,630.957344480193,398.1071705534973,1258.9254117941675,1000,630.957344480193,398.1071705534973,1258.9254117941675,1000,1900,500,0.0001,0.01,1.2,0.6,0.4,8.1e-05,0.00036449999999999997,../res/2025-01-24 11:01:55__500.csv,3,5,0.0023236464807268944
500,1,matrix_conceptor,630.957344480193,398.1071705534973,1258.9254117941675,1000,630.957344480193,398.1071705534973,1258.9254117941675,1000,1900,500,0.00011,0.01,1.2,0.6,0.4,8.1e-05,0.00036449999999999997,../res/2025-01-24 11:01:55__500.csv,3,5,0.0032047305125216695
500,1,matrix_conceptor,630.957344480193,398.1071705534973,1258.9254117941675,1000,630.957344480193,398.1071705534973,1258.9254117941675,1000,1900,500,9e-05,0.01,1.2,0.6,0.4,8.1e-05,0.00036449999999999997,../res/2025-01-24 11:01:55__500.csv,3,5,0.0020930619841064272
500,1,matrix_conceptor,630.957344480193,398.1071705534973,1258.9254117941675,1000,630.957344480193,398.1071705534973,1258.9254117941675,1000,1900,500,8.1e-05,0.01,1.2,0.6,0.4,8.1e-05,0.00036449999999999997,../res/2025-01-24 11:01:55__500.csv,3,5,0.0027532646881548673
500,1,matrix_conceptor,630.957344480193,398.1071705534973,1258.9254117941675,1000,788.6966806002413,398.1071705534973,1258.9254117941675,1000,1900,500,8.1e-05,0.01,1.2,0.6,0.4,8.1e-05,0.00036449999999999997,../res/2025-01-24 11:01:55__500.csv,3,5,0.0022763169930746113
500,1,matrix_conceptor,630.957344480193,398.1071705534973,1258.9254117941675,1000,473.2180083601447,398.1071705534973,1258.9254117941675,1000,1900,500,8.1e-05,0.01,1.2,0.6,0.4,8.1e-05,0.00036449999999999997,../res/2025-01-24 11:01:55__500.csv,3,5,0.0025914082815690458
500,1,matrix_conceptor,630.957344480193,398.1071705534973,1258.9254117941675,1000,354.91350627010854,398.1071705534973,1258.9254117941675,1000,1900,500,8.1e-05,0.01,1.2,0.6,0.4,8.1e-05,0.00036449999999999997,../res/2025-01-24 11:01:55__500.csv,3,5,0.0023213159513947343
500,1,matrix_conceptor,630.957344480193,398.1071705534973,1258.9254117941675,1000,266.18512970258143,398.1071705534973,1258.9254117941675,1000,1900,500,8.1e-05,0.01,1.2,0.6,0.4,8.1e-05,0.00036449999999999997,../res/2025-01-24 11:01:55__500.csv,3,5,0.002472731144858904
