N,M,rfc_type,aperture_rossler_attractor_2d,aperture_lorenz_attractor_2d,aperture_mackey_glass_2d,aperture_henon_attractor_2d,n_adapt,washout,beta_W,beta_W_out,W_in_std,W_sr,noise_std,signal_noise,bias,experiment_name,cycles,n_rep,nrmse
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,0.0001,0.01,1.2,0.8,0.000121,0.0005,0.4,../res/matrix_conceptor_250.csv,3,5,0.0028249616556224465
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,0.0001,0.01,1.2,0.8,9.900000000000001e-05,0.0005,0.4,../res/matrix_conceptor_250.csv,3,5,0.002928481314732244
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,0.0001,0.01,1.2,0.8,0.00011,0.00055,0.4,../res/matrix_conceptor_250.csv,3,5,0.002909293246773138
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,0.0001,0.01,1.2,0.8,0.00011,0.00045,0.4,../res/matrix_conceptor_250.csv,3,5,0.0026844856809049695
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,0.0001,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/matrix_conceptor_250.csv,3,5,0.002891971822103015
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,0.00011,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/matrix_conceptor_250.csv,3,5,0.0027210197822642576
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,9e-05,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/matrix_conceptor_250.csv,3,5,0.0031316498797167407
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,9.900000000000001e-05,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/matrix_conceptor_250.csv,3,5,0.0029730726851891964
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/matrix_conceptor_250.csv,3,5,0.002826398801341086
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,0.00011979,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/matrix_conceptor_250.csv,3,5,0.002810538831542956
