n_harvest,washout,learning_rate_c,beta_W_out,beta_G,beta_D,aperture,spectral_radius,N,M,n_adapt,W_sr,W_sparseness,d_dim,F_method,signal_dim,G_method,noise_mean,noise_std,nrmse
400,500,0.028156757354736328,0.01,1,0.01,0.40045166015625,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.01,1,0.01,0.600677490234375,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.01,1,0.01,0.3003387451171875,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.01,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.005,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0075,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.00375,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.005625,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0028125,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.00421875,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.002109375,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0031640625,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.00158203125,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.002373046875,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0011865234375,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0017797851562500002,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0008898925781250001,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0013348388671875003,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0006674194335937501,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0010011291503906252,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005005645751953126,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0007508468627929689,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.00037542343139648445,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.01,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.005,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0075,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.00375,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.005625,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0028125,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.00421875,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.002109375,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0031640625,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.00158203125,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.002373046875,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0011865234375,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0017797851562500002,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0008898925781250001,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0013348388671875003,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0006674194335937501,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0010011291503906252,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005005645751953126,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0007508468627929689,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.00037542343139648445,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.75,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,1.125,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.5625,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.84375,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.421875,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.6328125,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.31640625,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.474609375,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.2373046875,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.35595703125,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.177978515625,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.2669677734375,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.13348388671875,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.200225830078125,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.1001129150390625,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.15016937255859375,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.07508468627929688,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.11262702941894531,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.056313514709472656,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
400,500,0.028156757354736328,0.0005631351470947267,1,0.0005631351470947267,0.45050811767578125,0.07883892059326171,100,500,2000,0.08447027206420898,0.0011262702941894534,reservoir_dim,white_noise,2,W_F,0,,0
