N,M,rfc_type,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,n_adapt,washout,beta_W,beta_W_out,W_in_std,W_sr,noise_std,signal_noise,experiment_name,cycles,n_rep,nrmse
250,10,matrix_conceptor,200,25,200,200,3000,500,0.000882,0.0056,1.1,0.3999,1.0999999999999999e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.002103800669455326
250,10,matrix_conceptor,200,25,200,200,3000,500,0.000882,0.0056,1.1,0.3999,9e-08,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.0026659167753648643
250,10,matrix_conceptor,200,25,200,200,3000,500,0.000882,0.0056,1.1,0.3999,9.9e-08,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.002078966795215979
250,10,matrix_conceptor,200,25,200,200,3000,500,0.000882,0.0056,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.003066998382888755
250,10,matrix_conceptor,200,25,200,200,3000,500,0.000882,0.0056,1.1,0.3999,1.089e-07,0.00363,../res/2025-01-15 16:14:17__250.csv,10,5,0.002499188997741148
250,10,matrix_conceptor,200,25,200,200,3000,500,0.000882,0.0056,1.1,0.3999,1.089e-07,0.00297,../res/2025-01-15 16:14:17__250.csv,10,5,0.003216894684975979
250,10,matrix_conceptor,200,25,200,200,3000,500,0.0009702,0.0056,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.0022143689357487055
250,10,matrix_conceptor,200,25,200,200,3000,500,0.0007938,0.0056,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.002043725200687521
250,10,matrix_conceptor,200,25,200,200,3000,500,0.00071442,0.0056,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.002114102306967404
250,10,matrix_conceptor,220.0,25,200,200,3000,500,0.00071442,0.0056,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.0023240151100966675
250,10,matrix_conceptor,180.0,25,200,200,3000,500,0.00071442,0.0056,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.0024051324396357496
250,10,matrix_conceptor,162.0,25,200,200,3000,500,0.00071442,0.0056,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.002129214791942658
250,10,matrix_conceptor,145.8,25,200,200,3000,500,0.00071442,0.0056,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.0020888434397083257
250,10,matrix_conceptor,131.22,25,200,200,3000,500,0.00071442,0.0056,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.002362094902267779
250,10,matrix_conceptor,131.22,27.5,200,200,3000,500,0.00071442,0.0056,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.0022413395532780217
250,10,matrix_conceptor,131.22,22.5,200,200,3000,500,0.00071442,0.0056,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.0021696711814799736
250,10,matrix_conceptor,131.22,25,220.0,200,3000,500,0.00071442,0.0056,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.0020781355152701803
250,10,matrix_conceptor,131.22,25,180.0,200,3000,500,0.00071442,0.0056,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.0023764735899230206
250,10,matrix_conceptor,131.22,25,200,220.0,3000,500,0.00071442,0.0056,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.002697654350401417
250,10,matrix_conceptor,131.22,25,200,180.0,3000,500,0.00071442,0.0056,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.002074290580030641
250,10,matrix_conceptor,131.22,25,200,162.0,3000,500,0.00071442,0.0056,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.0026554881331910768
250,10,matrix_conceptor,131.22,25,200,162.0,3000,500,0.00071442,0.00616,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.0020119688946687057
250,10,matrix_conceptor,131.22,25,200,162.0,3000,500,0.00071442,0.00504,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.0025009799644246794
250,10,matrix_conceptor,131.22,25,200,162.0,3000,500,0.00071442,0.005544,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.002224192376940223
250,10,matrix_conceptor,131.22,25,200,162.0,3000,500,0.00071442,0.0060984,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.002150521301756629
250,10,matrix_conceptor,131.22,25,200,162.0,3000,500,0.00071442,0.006708240000000001,1.1,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.0023686510876915257
250,10,matrix_conceptor,131.22,25,200,162.0,3000,500,0.00071442,0.006708240000000001,1.1500000000000001,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.0026426387792729484
250,10,matrix_conceptor,131.22,25,200,162.0,3000,500,0.00071442,0.006708240000000001,1.05,0.3999,1.089e-07,0.0033,../res/2025-01-15 16:14:17__250.csv,10,5,0.002178711800654952
