N,M,rfc_type,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,aperture_rossler_attractor_2d,aperture_lorenz_attractor_2d,aperture_mackey_glass_2d,aperture_henon_attractor_2d,n_adapt,washout,beta_W,beta_W_out,W_in_std,W_sr,noise_std,signal_noise,experiment_name,cycles,n_rep,nrmse
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,107.811,3000,500,5.9049e-05,0.007290000000000001,1.2,0.6499999999999999,0.00010673289,0.00029524499999999997,0.30000000000000004,../res/RFC_MAANDAG__250.csv,3,5,0.0029489370001732538
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,97.0299,3000,500,5.9049e-05,0.007290000000000001,1.2,0.6499999999999999,0.00010673289,0.00029524499999999997,0.30000000000000004,../res/RFC_MAANDAG__250.csv,3,5,0.00282910507510812
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,87.32691,3000,500,5.9049e-05,0.007290000000000001,1.2,0.6499999999999999,0.00010673289,0.00029524499999999997,0.30000000000000004,../res/RFC_MAANDAG__250.csv,3,5,0.0025485589968652802
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.007290000000000001,1.2,0.6499999999999999,0.00010673289,0.00029524499999999997,0.30000000000000004,../res/RFC_MAANDAG__250.csv,3,5,0.0027308795992773277
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.008019000000000002,1.2,0.6499999999999999,0.00010673289,0.00029524499999999997,0.30000000000000004,../res/RFC_MAANDAG__250.csv,3,5,0.0031862052723713357
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.006561000000000001,1.2,0.6499999999999999,0.00010673289,0.00029524499999999997,0.30000000000000004,../res/RFC_MAANDAG__250.csv,3,5,0.002644985202843353
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.2,0.6499999999999999,0.00010673289,0.00029524499999999997,0.30000000000000004,../res/RFC_MAANDAG__250.csv,3,5,0.0028627919211564865
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.25,0.6499999999999999,0.00010673289,0.00029524499999999997,0.30000000000000004,../res/RFC_MAANDAG__250.csv,3,5,0.0026843172021065345
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.15,0.6499999999999999,0.00010673289,0.00029524499999999997,0.30000000000000004,../res/RFC_MAANDAG__250.csv,3,5,0.002629513239483625
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,0.00010673289,0.00029524499999999997,0.30000000000000004,../res/RFC_MAANDAG__250.csv,3,5,0.002918855445475851
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.7,0.00010673289,0.00029524499999999997,0.30000000000000004,../res/RFC_MAANDAG__250.csv,3,5,0.002871089576075398
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.5999999999999999,0.00010673289,0.00029524499999999997,0.30000000000000004,../res/RFC_MAANDAG__250.csv,3,5,0.0029106357079794407
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,0.00010673289,0.00029524499999999997,0.35000000000000003,../res/RFC_MAANDAG__250.csv,3,5,0.0030044926745353443
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,0.00010673289,0.00029524499999999997,0.25000000000000006,../res/RFC_MAANDAG__250.csv,3,5,0.002883187986486914
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,0.00010673289,0.00029524499999999997,0.20000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.002842504922875273
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,0.00010673289,0.00029524499999999997,0.15000000000000008,../res/RFC_MAANDAG__250.csv,3,5,0.0025235569384421223
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,0.00010673289,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.0030921424287127914
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,0.00011740617900000001,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.0026164509817953987
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,9.6059601e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.002775445591720292
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.002995965093968853
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.0003247695,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.002638502567921957
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00026572049999999995,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.002635980238147282
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,6.495390000000001e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.003109529626040775
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,56.25,137.3291015625,78.594219,3000,500,5.3144100000000005e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.0031547304840897987
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,102.996826171875,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.003038850242598715
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,61.798095703125,56.25,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.0032618480791197445
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,70.3125,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.002765387253381508
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,42.1875,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.002767039303559141
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,137.3291015625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.003007712587469152
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,171.661376953125,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.0029666128656876773
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,102.996826171875,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.002610917748334459
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,77.24761962890625,78.594219,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.002793576130609854
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,77.24761962890625,86.4536409,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.0030386445543184957
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,77.24761962890625,70.7347971,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.0028824581202289206
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,77.24761962890625,63.661317389999994,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.002797858591850961
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,77.24761962890625,57.295185651,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.002600522548653907
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,77.24761962890625,51.565667085899996,3000,500,5.9049e-05,0.005904900000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.0028767421339168583
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,77.24761962890625,51.565667085899996,3000,500,5.9049e-05,0.006495390000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.0031567562726092005
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,77.24761962890625,51.565667085899996,3000,500,5.9049e-05,0.005314410000000001,1.0999999999999999,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.0030046389942737922
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,77.24761962890625,51.565667085899996,3000,500,5.9049e-05,0.005904900000000001,1.15,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.0028734865176173107
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,77.24761962890625,51.565667085899996,3000,500,5.9049e-05,0.005904900000000001,1.0499999999999998,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.0027129522162828027
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,77.24761962890625,51.565667085899996,3000,500,5.9049e-05,0.005904900000000001,0.9999999999999998,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.0026729902585977887
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,77.24761962890625,51.565667085899996,3000,500,5.9049e-05,0.005904900000000001,0.9499999999999997,0.6499999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.00268923649790263
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,77.24761962890625,51.565667085899996,3000,500,5.9049e-05,0.005904900000000001,0.9499999999999997,0.7,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.0029041907718612365
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,77.24761962890625,51.565667085899996,3000,500,5.9049e-05,0.005904900000000001,0.9499999999999997,0.5999999999999999,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.002631774365809942
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,77.24761962890625,51.565667085899996,3000,500,5.9049e-05,0.005904900000000001,0.9499999999999997,0.5499999999999998,8.645364089999999e-05,0.00029524499999999997,0.10000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.003350460419450702
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,77.24761962890625,51.565667085899996,3000,500,5.9049e-05,0.005904900000000001,0.9499999999999997,0.5499999999999998,8.645364089999999e-05,0.00029524499999999997,0.15000000000000008,../res/RFC_MAANDAG__250.csv,3,5,0.002432542376671888
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,82.3974609375,31.640625,77.24761962890625,51.565667085899996,3000,500,5.9049e-05,0.005904900000000001,0.9499999999999997,0.5499999999999998,8.645364089999999e-05,0.00029524499999999997,0.05000000000000007,../res/RFC_MAANDAG__250.csv,3,5,0.0024961588121453202
