n_harvest,washout,beta_W_out,beta_G,beta_D,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,aperture_rossler_attractor_2d,aperture_lorenz_attractor_2d,aperture_mackey_glass_2d,aperture_henon_attractor_2d,spectral_radius,N,M,n_adapt,W_sparseness,d_dim,F_method,signal_dim,G_method,noise_mean,noise_std,signal_noise,rfc_type,max_n_features,verbose,W_in_std,W_sr,sample_rate,experiment_name,cycles,n_rep,nrmse
1900,500,0.01125,0.2125764,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,50.625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0025782354271635913
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,55.6875,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002464081614416681
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,45.5625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002788508669564319
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,18.984375,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0027243360196071522
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,11.390625,11.8125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002898795401528199
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,14.765625,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0031500632498988102
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,8.859375,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002653356449986453
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,6.64453125,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0023634761269902805
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,4.9833984375,7.119140625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0026242444339124238
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,4.9833984375,8.89892578125,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002801756166758463
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,4.9833984375,5.33935546875,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002900872071801115
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,4.9833984375,4.0045166015625,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0028014168891332325
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,17.465381999999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0028595169236359085
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,19.211920199999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0028578736290119896
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,15.718843799999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0026055274448884475
1900,500,0.01125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.003228827934931489
1900,500,0.014062499999999999,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0024587358604667587
1900,500,0.0084375,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002752569245989789
1900,500,0.006328125,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.00255604596091921
1900,500,0.00474609375,0.23619600000000002,3.188646e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0028356288957601164
1900,500,0.00474609375,0.23619600000000002,3.5075105999999995e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002518773721485922
1900,500,0.00474609375,0.23619600000000002,2.8697813999999996e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0032457674025313534
1900,500,0.00474609375,0.23619600000000002,3.15675954e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.003073999341443112
1900,500,0.00474609375,0.23619600000000002,3.472435494e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002881483217166287
1900,500,0.00474609375,0.23619600000000002,3.8196790434e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002915792448428245
1900,500,0.00474609375,0.23619600000000002,3.8196790434e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,1.0,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0024507749763800885
1900,500,0.00474609375,0.23619600000000002,3.8196790434e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,0.8,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0033439927689359245
1900,500,0.00474609375,0.23619600000000002,3.8196790434e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,0.9,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0030368874527086963
1900,500,0.00474609375,0.23619600000000002,3.8196790434e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,1.0,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002617105255435652
1900,500,0.00474609375,0.23619600000000002,3.8196790434e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,1.1,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.003551476645972053
1900,500,0.00474609375,0.23619600000000002,3.8196790434e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,1.1,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.5,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.0032655872244405143
1900,500,0.00474609375,0.23619600000000002,3.8196790434e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,1.1,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.4,1.15,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002786480724241399
1900,500,0.00474609375,0.23619600000000002,3.8196790434e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,1.1,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.2,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.003046688705553422
1900,500,0.00474609375,0.23619600000000002,3.8196790434e-05,48,28,30,18,15.1875,4.9833984375,3.003387451171875,14.146959419999998,1.1,250,250,1900,0.1,reservoir_dim,patterns,2,W_F,,0.00023914844999999994,0.00567,PCARFC,41.00625,False,1.45,1.0999999999999999,15,../res/2025-01-24 11:34:43__250.csv,3,5,0.002825757440498373
