N,M,rfc_type,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,n_adapt,washout,beta_W,beta_W_out,W_in_std,W_sr,noise_std,signal_noise,experiment_name,cycles,n_rep,nrmse
250,10,matrix_conceptor,81.0,65.61,99.0,81.0,3000,500,0.0081,0.0729,1.1,1.0,0.00032476949999989,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.003060986877390641
250,10,matrix_conceptor,81.0,65.61,99.0,81.0,3000,500,0.0081,0.0729,1.1,1.0,0.00026572049999991,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.002421238527778465
250,10,matrix_conceptor,81.0,65.61,99.0,81.0,3000,500,0.0081,0.0729,1.1,1.0,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.0028438803589906957
250,10,matrix_conceptor,81.0,65.61,99.0,81.0,3000,500,0.0081,0.0729,1.1,1.0,0.000239148449999919,0.006792093000000001,../res/2025-01-16 11:46:03__250.csv,5,5,0.0032172287856885263
250,10,matrix_conceptor,81.0,65.61,99.0,81.0,3000,500,0.0081,0.0729,1.1,1.0,0.000239148449999919,0.005557167,../res/2025-01-16 11:46:03__250.csv,5,5,0.0032498893019911345
250,10,matrix_conceptor,81.0,65.61,99.0,81.0,3000,500,0.00891,0.0729,1.1,1.0,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.0033228053448985883
250,10,matrix_conceptor,81.0,65.61,99.0,81.0,3000,500,0.00729,0.0729,1.1,1.0,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.002391614383916353
250,10,matrix_conceptor,81.0,65.61,99.0,81.0,3000,500,0.006560999999999999,0.0729,1.1,1.0,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.0030006282733192288
250,10,matrix_conceptor,89.1,65.61,99.0,81.0,3000,500,0.006560999999999999,0.0729,1.1,1.0,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.002713681723399102
250,10,matrix_conceptor,72.9,65.61,99.0,81.0,3000,500,0.006560999999999999,0.0729,1.1,1.0,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.0032576041537046934
250,10,matrix_conceptor,81.0,72.17099999999999,99.0,81.0,3000,500,0.006560999999999999,0.0729,1.1,1.0,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.0030937813072535567
250,10,matrix_conceptor,81.0,59.049,99.0,81.0,3000,500,0.006560999999999999,0.0729,1.1,1.0,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.0029054178461867235
250,10,matrix_conceptor,81.0,65.61,108.9,81.0,3000,500,0.006560999999999999,0.0729,1.1,1.0,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.0026893777157838915
250,10,matrix_conceptor,81.0,65.61,89.1,81.0,3000,500,0.006560999999999999,0.0729,1.1,1.0,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.0026131125176753938
250,10,matrix_conceptor,81.0,65.61,80.19,81.0,3000,500,0.006560999999999999,0.0729,1.1,1.0,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.002897857749822221
250,10,matrix_conceptor,81.0,65.61,80.19,89.1,3000,500,0.006560999999999999,0.0729,1.1,1.0,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.0033362469434677286
250,10,matrix_conceptor,81.0,65.61,80.19,72.9,3000,500,0.006560999999999999,0.0729,1.1,1.0,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.0033241585505273613
250,10,matrix_conceptor,81.0,65.61,80.19,81.0,3000,500,0.006560999999999999,0.08019000000000001,1.1,1.0,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.0032460913129602254
250,10,matrix_conceptor,81.0,65.61,80.19,81.0,3000,500,0.006560999999999999,0.06561,1.1,1.0,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.002937249828080613
250,10,matrix_conceptor,81.0,65.61,80.19,81.0,3000,500,0.006560999999999999,0.0729,1.1500000000000001,1.0,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.0029238231892379464
250,10,matrix_conceptor,81.0,65.61,80.19,81.0,3000,500,0.006560999999999999,0.0729,1.05,1.0,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.003309062641683652
250,10,matrix_conceptor,81.0,65.61,80.19,81.0,3000,500,0.006560999999999999,0.0729,1.1,1.1,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.002350963463719712
250,10,matrix_conceptor,81.0,65.61,80.19,81.0,3000,500,0.006560999999999999,0.0729,1.1,0.9,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.002466670625068703
250,10,matrix_conceptor,81.0,65.61,80.19,81.0,3000,500,0.006560999999999999,0.0729,1.1,0.8,0.000239148449999919,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.002733011915312573
250,10,matrix_conceptor,81.0,65.61,80.19,81.0,3000,500,0.006560999999999999,0.0729,1.1,0.8,0.0002630632949999109,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.002954204795999913
250,10,matrix_conceptor,81.0,65.61,80.19,81.0,3000,500,0.006560999999999999,0.0729,1.1,0.8,0.00021523360499992711,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.0024478830385610264
250,10,matrix_conceptor,81.0,65.61,80.19,81.0,3000,500,0.006560999999999999,0.0729,1.1,0.8,0.0001937102444999344,0.00617463,../res/2025-01-16 11:46:03__250.csv,5,5,0.00279928038173962
250,10,matrix_conceptor,81.0,65.61,80.19,81.0,3000,500,0.006560999999999999,0.0729,1.1,0.8,0.0001937102444999344,0.006792093000000001,../res/2025-01-16 11:46:03__250.csv,5,5,0.0027026201903872006
250,10,matrix_conceptor,81.0,65.61,80.19,81.0,3000,500,0.006560999999999999,0.0729,1.1,0.8,0.0001937102444999344,0.005557167,../res/2025-01-16 11:46:03__250.csv,5,5,0.003029733256346659
250,10,matrix_conceptor,81.0,65.61,80.19,81.0,3000,500,0.006560999999999999,0.0729,1.1,0.8,0.0001937102444999344,0.0061128837,../res/2025-01-16 11:46:03__250.csv,5,5,0.003188676277375056
250,10,matrix_conceptor,81.0,65.61,80.19,81.0,3000,500,0.007217099999999999,0.0729,1.1,0.8,0.0001937102444999344,0.0061128837,../res/2025-01-16 11:46:03__250.csv,5,5,0.0037245039997684535
250,10,matrix_conceptor,81.0,65.61,80.19,81.0,3000,500,0.005904899999999999,0.0729,1.1,0.8,0.0001937102444999344,0.0061128837,../res/2025-01-16 11:46:03__250.csv,5,5,0.002916708429635117
250,10,matrix_conceptor,89.1,65.61,80.19,81.0,3000,500,0.006560999999999999,0.0729,1.1,0.8,0.0001937102444999344,0.0061128837,../res/2025-01-16 11:46:03__250.csv,5,5,0.0028259203596314175
