n_harvest,washout,learning_rate_c,beta_W_out,beta_G,beta_D,aperture,spectral_radius,N,M,n_adapt,W_sr,W_sparseness,d_dim,F_method,signal_dim,G_method,noise_mean,noise_std,nrmse
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.31640625,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00244176]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.474609375,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00243727]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.2373046875,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00244758]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.35595703125,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00246195]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.177978515625,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00245929]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.2669677734375,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00246037]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.13348388671875,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00246798]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.200225830078125,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00245366]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.1001129150390625,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00246076]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.15016937255859375,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00246168]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.07508468627929688,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00246185]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.11262702941894531,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00245344]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.056313514709472656,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00245358]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.08447027206420898,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00244696]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.08447027206420898,0.05,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00246422]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.08447027206420898,0.07500000000000001,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00245722]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.08447027206420898,0.037500000000000006,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00245462]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.08447027206420898,0.05625000000000001,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.0024534]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.08447027206420898,0.028125000000000004,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00245776]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.08447027206420898,0.0421875,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00245613]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.08447027206420898,0.02109375,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00246362]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.08447027206420898,0.031640625000000006,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00246843]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.08447027206420898,0.015820312500000003,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00245537]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.08447027206420898,0.023730468750000004,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00247322]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.08447027206420898,0.011865234375000002,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00246996]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.08447027206420898,0.0177978515625,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00246288]
