n_harvest,washout,learning_rate_c,beta_W_out,beta_G,beta_D,aperture,spectral_radius,N,M,n_adapt,W_sr,W_sparseness,d_dim,F_method,signal_dim,G_method,noise_mean,noise_std,nrmse
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.005,[0.00225781]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0075,[0.0022288]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.00375,[0.00228449]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.005625,[0.00233595]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0028125,[0.00234012]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.00421875,[0.00234351]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.002109375,[0.00235536]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0031640625,[0.00238042]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.00158203125,[0.00238481]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.002373046875,[0.00238585]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0011865234375,[0.00240601]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0017797851562500002,[0.00239369]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0008898925781250001,[0.0023915]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0013348388671875003,[0.00238932]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0006674194335937501,[0.00240319]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0010011291503906252,[0.00239437]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005005645751953126,[0.00238584]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0007508468627929689,[0.00240511]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.00037542343139648445,[0.00240507]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00239696]
400,500,0.5,0.01,0.5,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00239545]
400,500,0.5,0.01,0.75,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00239784]
400,500,0.5,0.01,0.375,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00239798]
400,500,0.5,0.01,0.5625,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.0024009]
400,500,0.5,0.01,0.28125,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00238818]
400,500,0.5,0.01,0.421875,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00239727]
400,500,0.5,0.01,0.2109375,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00238197]
400,500,0.5,0.01,0.31640625,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00238709]
400,500,0.5,0.01,0.158203125,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.0023929]
400,500,0.5,0.01,0.2373046875,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00236055]
400,500,0.5,0.01,0.11865234375,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00238822]
400,500,0.5,0.01,0.177978515625,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.0023918]
400,500,0.5,0.01,0.0889892578125,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.002398]
400,500,0.5,0.01,0.13348388671875,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00238175]
400,500,0.5,0.01,0.066741943359375,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00240106]
400,500,0.5,0.01,0.1001129150390625,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00239483]
400,500,0.5,0.01,0.05005645751953125,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00239616]
400,500,0.5,0.01,0.07508468627929688,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00239189]
400,500,0.5,0.01,0.03754234313964844,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00238161]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00238561]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.75,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00242875]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,1.125,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00240552]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.5625,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00244402]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.84375,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.0024259]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.421875,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00244385]
400,500,0.5,0.01,0.056313514709472656,0.01,8,1.4,100,500,2000,0.6328125,0.1,reservoir_dim,white_noise,2,F,0,0.0005631351470947267,[0.00242692]
