N,M,rfc_type,aperture_rossler_attractor_2d,aperture_lorenz_attractor_2d,aperture_mackey_glass_2d,aperture_henon_attractor_2d,n_adapt,washout,beta_W,beta_W_out,W_in_std,W_sr,noise_std,signal_noise,bias,experiment_name,cycles,n_rep,nrmse
250,500,matrix_conceptor,46.875,8.4375,14.765625,18.0,3000,500,8.1e-05,0.007290000000000001,0.9999999999999998,0.7,0.00011979,0.000405,0.55,../res/2025-01-28 14:15:38_250.csv,3,5,0.003227335685500942
250,500,matrix_conceptor,46.875,8.4375,14.765625,19.8,3000,500,8.1e-05,0.007290000000000001,0.9999999999999998,0.7,0.00011979,0.000405,0.55,../res/2025-01-28 14:15:38_250.csv,3,5,0.003046470972192365
250,500,matrix_conceptor,46.875,8.4375,14.765625,21.78,3000,500,8.1e-05,0.007290000000000001,0.9999999999999998,0.7,0.00011979,0.000405,0.55,../res/2025-01-28 14:15:38_250.csv,3,5,0.002846130375335729
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007290000000000001,0.9999999999999998,0.7,0.00011979,0.000405,0.55,../res/2025-01-28 14:15:38_250.csv,3,5,0.002910342966414243
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.008019000000000002,0.9999999999999998,0.7,0.00011979,0.000405,0.55,../res/2025-01-28 14:15:38_250.csv,3,5,0.0030779473390792483
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.006561000000000001,0.9999999999999998,0.7,0.00011979,0.000405,0.55,../res/2025-01-28 14:15:38_250.csv,3,5,0.003290206778353822
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007217100000000001,0.9999999999999998,0.7,0.00011979,0.000405,0.55,../res/2025-01-28 14:15:38_250.csv,3,5,0.002841428273856184
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.9999999999999998,0.7,0.00011979,0.000405,0.55,../res/2025-01-28 14:15:38_250.csv,3,5,0.00314124408742241
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,1.0499999999999998,0.7,0.00011979,0.000405,0.55,../res/2025-01-28 14:15:38_250.csv,3,5,0.0032309095031932563
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.9499999999999997,0.7,0.00011979,0.000405,0.55,../res/2025-01-28 14:15:38_250.csv,3,5,0.0031567642116873047
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.7,0.00011979,0.000405,0.55,../res/2025-01-28 14:15:38_250.csv,3,5,0.0035068995932834397
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.75,0.00011979,0.000405,0.55,../res/2025-01-28 14:15:38_250.csv,3,5,0.003106214396390312
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.6499999999999999,0.00011979,0.000405,0.55,../res/2025-01-28 14:15:38_250.csv,3,5,0.003000673257688209
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.7,0.00011979,0.000405,0.6000000000000001,../res/2025-01-28 14:15:38_250.csv,3,5,0.0032316457506501458
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.7,0.00011979,0.000405,0.5,../res/2025-01-28 14:15:38_250.csv,3,5,0.0030483339844679823
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.7,0.00011979,0.000405,0.45,../res/2025-01-28 14:15:38_250.csv,3,5,0.002958340991682952
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.7,0.00011979,0.000405,0.4,../res/2025-01-28 14:15:38_250.csv,3,5,0.0029012518541569874
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.7,0.00011979,0.000405,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.003175758876072316
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.7,0.000131769,0.000405,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.002939770021735952
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.7,0.000107811,0.000405,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.003275303786189647
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.7,9.70299e-05,0.000405,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0032584045599078904
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.7,8.732691e-05,0.000405,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0028863698896004703
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.000405,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.00305463342445324
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.0004455,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.002981585809597856
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00036449999999999997,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0033924298202844456
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00040094999999999996,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0028614850684755048
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00044104499999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.00276133441688809
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.1e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0033795162380436472
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,8.91e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0032933594696090323
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,7.290000000000001e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0028615372318871015
250,500,matrix_conceptor,46.875,8.4375,14.765625,23.958000000000002,3000,500,6.561e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0030989789567186987
250,500,matrix_conceptor,58.59375,8.4375,14.765625,23.958000000000002,3000,500,6.561e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.002775960018675254
250,500,matrix_conceptor,35.15625,8.4375,14.765625,23.958000000000002,3000,500,6.561e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0031159774757493937
250,500,matrix_conceptor,43.9453125,8.4375,14.765625,23.958000000000002,3000,500,6.561e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0029941230068562886
250,500,matrix_conceptor,54.931640625,8.4375,14.765625,23.958000000000002,3000,500,6.561e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0031614516388401093
250,500,matrix_conceptor,54.931640625,10.546875,14.765625,23.958000000000002,3000,500,6.561e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0027835513552753087
250,500,matrix_conceptor,54.931640625,6.328125,14.765625,23.958000000000002,3000,500,6.561e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.003036474188120769
250,500,matrix_conceptor,54.931640625,4.74609375,14.765625,23.958000000000002,3000,500,6.561e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.003236567125657025
250,500,matrix_conceptor,54.931640625,4.74609375,18.45703125,23.958000000000002,3000,500,6.561e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0027655412588124297
250,500,matrix_conceptor,54.931640625,4.74609375,11.07421875,23.958000000000002,3000,500,6.561e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.003074167225362715
250,500,matrix_conceptor,54.931640625,4.74609375,13.8427734375,23.958000000000002,3000,500,6.561e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0030903408166251304
250,500,matrix_conceptor,54.931640625,4.74609375,13.8427734375,26.353800000000003,3000,500,6.561e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.003202498206447911
250,500,matrix_conceptor,54.931640625,4.74609375,13.8427734375,21.5622,3000,500,6.561e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0032093162965869783
250,500,matrix_conceptor,54.931640625,4.74609375,13.8427734375,19.40598,3000,500,6.561e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0031747688939281838
250,500,matrix_conceptor,54.931640625,4.74609375,13.8427734375,17.465381999999998,3000,500,6.561e-05,0.007938810000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.0033783228399659644
250,500,matrix_conceptor,54.931640625,4.74609375,13.8427734375,17.465381999999998,3000,500,6.561e-05,0.008732691,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.002993396109225889
250,500,matrix_conceptor,54.931640625,4.74609375,13.8427734375,17.465381999999998,3000,500,6.561e-05,0.007144929000000001,0.8999999999999997,0.7,7.8594219e-05,0.00048514949999999994,0.35000000000000003,../res/2025-01-28 14:15:38_250.csv,3,5,0.003167166152714547
