n_harvest,washout,beta_W_out,beta_G,beta_D,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,spectral_radius,N,M,n_adapt,W_sparseness,d_dim,F_method,signal_dim,G_method,noise_mean,noise_std,signal_noise,rfc_type,max_n_features,verbose,W_in_std,experiment_name,cycles,n_rep,nrmse
3000,500,0.05,0.405,0.0001,35.4294,21.87,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.0028787043116024285
3000,500,0.05,0.405,0.0001,35.4294,19.683,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.0031231886151398144
3000,500,0.05,0.405,0.0001,35.4294,19.683,165.0,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.005807242330961431
3000,500,0.05,0.405,0.0001,35.4294,19.683,135.0,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.0026775707119162467
3000,500,0.05,0.405,0.0001,35.4294,19.683,121.5,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.003091699489149659
3000,500,0.05,0.405,0.0001,35.4294,19.683,121.5,22.0,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.0050961444862755315
3000,500,0.05,0.405,0.0001,35.4294,19.683,121.5,18.0,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.002372368487029198
3000,500,0.05,0.405,0.0001,35.4294,19.683,121.5,16.2,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.0030418928817138946
3000,500,0.0625,0.405,0.0001,35.4294,19.683,121.5,16.2,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.0026915309693187465
3000,500,0.037500000000000006,0.405,0.0001,35.4294,19.683,121.5,16.2,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.003031944419476582
3000,500,0.04687500000000001,0.405,0.0001,35.4294,19.683,121.5,16.2,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.0027243755519428857
3000,500,0.05859375000000001,0.405,0.0001,35.4294,19.683,121.5,16.2,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.0036505522682196596
3000,500,0.05859375000000001,0.405,0.000125,35.4294,19.683,121.5,16.2,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.0028252423289078566
3000,500,0.05859375000000001,0.405,7.500000000000001e-05,35.4294,19.683,121.5,16.2,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.003603641994551742
