n_harvest,washout,beta_W_out,beta_G,beta_D,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,spectral_radius,N,M,n_adapt,W_sparseness,d_dim,F_method,signal_dim,G_method,noise_mean,noise_std,signal_noise,rfc_type,max_n_features,verbose,W_in_std,experiment_name,cycles,n_rep,nrmse
3000,500,0.05,0.5,0.0001,60,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.0011,0.01,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.002344362735558226
3000,500,0.05,0.5,0.0001,60,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.0009,0.01,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.005172297369052417
3000,500,0.05,0.5,0.0001,60,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.01,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.006089262146282482
3000,500,0.05,0.5,0.0001,60,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.011,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.0037608293673923143
3000,500,0.05,0.5,0.0001,60,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.009000000000000001,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.006009686883559616
3000,500,0.05,0.5,0.0001,60,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0099,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.00552293461269417
3000,500,0.05,0.5,0.0001,60,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.01089,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.002815447472223088
3000,500,0.05,0.5,0.0001,60,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.011979,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.0025609251088129417
3000,500,0.05,0.5,0.0001,60,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.0031162897077867554
3000,500,0.05,0.55,0.0001,60,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.00423922430412437
3000,500,0.05,0.45,0.0001,60,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.002627080617641512
3000,500,0.05,0.405,0.0001,60,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.0034866616309558356
3000,500,0.05,0.405,0.0001,66.0,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.002849530575438394
3000,500,0.05,0.405,0.0001,54.0,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.00528692885829609
3000,500,0.05,0.405,0.0001,48.6,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.0027798303425278404
3000,500,0.05,0.405,0.0001,43.74,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.002681016095966068
3000,500,0.05,0.405,0.0001,39.366,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.002515933707725175
3000,500,0.05,0.405,0.0001,35.4294,30,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.0028182136673525543
3000,500,0.05,0.405,0.0001,35.4294,33.0,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.002750455244710493
3000,500,0.05,0.405,0.0001,35.4294,27.0,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.0034382353684328814
3000,500,0.05,0.405,0.0001,35.4294,24.3,150,20,1.1,200,1000,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00099,0.0131769,base_2,750,False,1.5,../res/2024-12-17 15:41:57.csv,2,1,0.0031022083492887776
