N,M,rfc_type,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,n_adapt,washout,beta_W,beta_W_out,W_in_std,W_sr,bias,noise_std,signal_noise,experiment_name,cycles,n_rep,nrmse
500,1,matrix_conceptor,45.0,20,35,20,3000,500,0.0001089,0.01,1.2,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.0024669754941942707
500,1,matrix_conceptor,49.5,20,35,20,3000,500,0.0001089,0.01,1.2,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.002562517912934661
500,1,matrix_conceptor,49.5,22.0,35,20,3000,500,0.0001089,0.01,1.2,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020808336834296473
500,1,matrix_conceptor,49.5,18.0,35,20,3000,500,0.0001089,0.01,1.2,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.0019817084071569917
500,1,matrix_conceptor,49.5,16.2,35,20,3000,500,0.0001089,0.01,1.2,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.0019172183221487248
500,1,matrix_conceptor,49.5,14.579999999999998,35,20,3000,500,0.0001089,0.01,1.2,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.002309234942621298
500,1,matrix_conceptor,49.5,14.579999999999998,38.5,20,3000,500,0.0001089,0.01,1.2,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.002147037024450775
500,1,matrix_conceptor,49.5,14.579999999999998,31.5,20,3000,500,0.0001089,0.01,1.2,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.0019396476544570871
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,20,3000,500,0.0001089,0.01,1.2,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.002024578079502944
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,22.0,3000,500,0.0001089,0.01,1.2,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020197649560011275
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,18.0,3000,500,0.0001089,0.01,1.2,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.001960163278108614
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,16.2,3000,500,0.0001089,0.01,1.2,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.001921193223956495
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.01,1.2,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020633835600733608
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.011,1.2,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.0019793529000299162
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.009000000000000001,1.2,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.001995395443952684
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.008100000000000001,1.2,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.0019728000447113217
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.2,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.001994923994465602
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.25,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.0019214269684841435
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.15,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.001979297640045774
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.8,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.00211243853855383
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.9,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020354088884267547
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.7000000000000001,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.0019766587181553707
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.6000000000000001,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.0019381643460947644
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020187649371031955
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.5,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.002110612187449281
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.30000000000000004,0.0001,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.002163284195712628
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.00011,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020687454169493824
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,9e-05,0.000405,../res/2025-01-23 16:19:39__500.csv,2,5,0.002042478252197535
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.0004455,../res/2025-01-23 16:19:39__500.csv,2,5,0.0019590266110703788
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00036449999999999997,../res/2025-01-23 16:19:39__500.csv,2,5,0.002022729528703541
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002116680057166799
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,0.00011979,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002003896530789923
500,1,matrix_conceptor,49.5,14.579999999999998,28.35,14.579999999999998,3000,500,9.801e-05,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020247252162464632
500,1,matrix_conceptor,54.45,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0019931253287845084
500,1,matrix_conceptor,44.55,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.00202597670986688
500,1,matrix_conceptor,49.004999999999995,14.579999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002099844150653515
500,1,matrix_conceptor,49.004999999999995,16.037999999999997,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020607520544457768
500,1,matrix_conceptor,49.004999999999995,13.121999999999998,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020234180274484167
500,1,matrix_conceptor,49.004999999999995,11.8098,28.35,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002030685783222632
500,1,matrix_conceptor,49.004999999999995,11.8098,31.185000000000002,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0019410065111464564
500,1,matrix_conceptor,49.004999999999995,11.8098,25.515,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002089430530835488
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,14.579999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0021370522825382024
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,16.037999999999997,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020833410397858077
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,13.121999999999998,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0021560246224575997
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.007290000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0021829586104432606
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.008019000000000002,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002024805416474779
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.006561000000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002043026123573732
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.005904900000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002189183368634642
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.005904900000000001,1.15,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020945875539041684
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.005904900000000001,1.0499999999999998,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.00214195292053974
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.005904900000000001,1.0999999999999999,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020829584076805406
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.005904900000000001,1.15,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020397482799684986
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.005904900000000001,1.2,0.5000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020662018904377146
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.005904900000000001,1.2,0.6000000000000001,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020507955829584864
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.005904900000000001,1.2,0.40000000000000013,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020558185691392818
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.005904900000000001,1.2,0.30000000000000016,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002043971841720046
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.005904900000000001,1.2,0.20000000000000015,0.4,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002167615690861719
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.005904900000000001,1.2,0.20000000000000015,0.5,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002059116745563646
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.005904900000000001,1.2,0.20000000000000015,0.30000000000000004,0.0001,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002091151832344134
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.005904900000000001,1.2,0.20000000000000015,0.4,0.00011,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020984414293600782
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.005904900000000001,1.2,0.20000000000000015,0.4,9e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020404615561506216
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.005904900000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020756938916737604
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.005904900000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.000360855,../res/2025-01-23 16:19:39__500.csv,2,5,0.002122147660833855
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.0001089,0.005904900000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00029524499999999997,../res/2025-01-23 16:19:39__500.csv,2,5,0.002087479987126924
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,0.00011979,0.005904900000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002079145941034826
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,9.801e-05,0.005904900000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020616900598575925
500,1,matrix_conceptor,49.004999999999995,11.8098,22.9635,11.8098,3000,500,8.820900000000001e-05,0.005904900000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002085039578687332
500,1,matrix_conceptor,53.905499999999996,11.8098,22.9635,11.8098,3000,500,8.820900000000001e-05,0.005904900000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002071577681756258
500,1,matrix_conceptor,44.104499999999994,11.8098,22.9635,11.8098,3000,500,8.820900000000001e-05,0.005904900000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020225860126261053
500,1,matrix_conceptor,39.69405,11.8098,22.9635,11.8098,3000,500,8.820900000000001e-05,0.005904900000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002065916004228347
500,1,matrix_conceptor,39.69405,12.990779999999999,22.9635,11.8098,3000,500,8.820900000000001e-05,0.005904900000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020669336775260582
500,1,matrix_conceptor,39.69405,10.62882,22.9635,11.8098,3000,500,8.820900000000001e-05,0.005904900000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002127031631725121
500,1,matrix_conceptor,39.69405,11.691702,22.9635,11.8098,3000,500,8.820900000000001e-05,0.005904900000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002144147219625878
500,1,matrix_conceptor,39.69405,11.691702,25.25985,11.8098,3000,500,8.820900000000001e-05,0.005904900000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0021317827012830946
500,1,matrix_conceptor,39.69405,11.691702,20.66715,11.8098,3000,500,8.820900000000001e-05,0.005904900000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002133063858521548
500,1,matrix_conceptor,39.69405,11.691702,22.9635,12.990779999999999,3000,500,8.820900000000001e-05,0.005904900000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020807123214522144
500,1,matrix_conceptor,39.69405,11.691702,22.9635,10.62882,3000,500,8.820900000000001e-05,0.005904900000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020353754129562272
500,1,matrix_conceptor,39.69405,11.691702,22.9635,9.565938,3000,500,8.820900000000001e-05,0.005904900000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.00208090962992132
500,1,matrix_conceptor,39.69405,11.691702,22.9635,9.565938,3000,500,8.820900000000001e-05,0.006495390000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0021187862817655546
500,1,matrix_conceptor,39.69405,11.691702,22.9635,9.565938,3000,500,8.820900000000001e-05,0.005314410000000001,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002043875640635987
500,1,matrix_conceptor,39.69405,11.691702,22.9635,9.565938,3000,500,8.820900000000001e-05,0.0047829690000000015,1.2,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020555915412635226
500,1,matrix_conceptor,39.69405,11.691702,22.9635,9.565938,3000,500,8.820900000000001e-05,0.0047829690000000015,1.25,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002059162526110538
500,1,matrix_conceptor,39.69405,11.691702,22.9635,9.565938,3000,500,8.820900000000001e-05,0.0047829690000000015,1.15,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002034769567997104
500,1,matrix_conceptor,39.69405,11.691702,22.9635,9.565938,3000,500,8.820900000000001e-05,0.0047829690000000015,1.0999999999999999,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002134844498661164
500,1,matrix_conceptor,39.69405,11.691702,22.9635,9.565938,3000,500,8.820900000000001e-05,0.0047829690000000015,1.0999999999999999,0.30000000000000016,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.001978159283061348
500,1,matrix_conceptor,39.69405,11.691702,22.9635,9.565938,3000,500,8.820900000000001e-05,0.0047829690000000015,1.0999999999999999,0.10000000000000014,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002455290668679724
500,1,matrix_conceptor,39.69405,11.691702,22.9635,9.565938,3000,500,8.820900000000001e-05,0.0047829690000000015,1.0999999999999999,0.20000000000000015,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0021477677418673497
500,1,matrix_conceptor,39.69405,11.691702,22.9635,9.565938,3000,500,8.820900000000001e-05,0.0047829690000000015,1.0999999999999999,0.30000000000000016,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.002093926444826459
500,1,matrix_conceptor,39.69405,11.691702,22.9635,9.565938,3000,500,8.820900000000001e-05,0.0047829690000000015,1.0999999999999999,0.40000000000000013,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0021162262866924373
500,1,matrix_conceptor,39.69405,11.691702,22.9635,9.565938,3000,500,8.820900000000001e-05,0.0047829690000000015,1.0999999999999999,0.40000000000000013,0.5,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0019608568432858122
500,1,matrix_conceptor,39.69405,11.691702,22.9635,9.565938,3000,500,8.820900000000001e-05,0.0047829690000000015,1.0999999999999999,0.40000000000000013,0.30000000000000004,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0021803157400425988
500,1,matrix_conceptor,39.69405,11.691702,22.9635,9.565938,3000,500,8.820900000000001e-05,0.0047829690000000015,1.0999999999999999,0.40000000000000013,0.4,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020555733109128265
500,1,matrix_conceptor,39.69405,11.691702,22.9635,9.565938,3000,500,8.820900000000001e-05,0.0047829690000000015,1.0999999999999999,0.40000000000000013,0.5,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0019575918922626417
500,1,matrix_conceptor,39.69405,11.691702,22.9635,9.565938,3000,500,8.820900000000001e-05,0.0047829690000000015,1.0999999999999999,0.40000000000000013,0.6,8.1e-05,0.00032805,../res/2025-01-23 16:19:39__500.csv,2,5,0.0020267060751640196
