n_harvest,washout,learning_rate_c,beta_W_out,beta_G,beta_D,aperture,spectral_radius,N,M,n_adapt,W_sr,W_sparseness,d_dim,F_method,signal_dim,G_method,noise_mean,noise_std,nrmse
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,random,2,W_F,,0.0075,[0.00299254]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,random,2,W_F,,0.00975,[0.00299499]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,random,2,W_F,,0.0073124999999999996,[0.00296051]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00293828]
400,500,0.5,0.01,0.75,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00298403]
400,500,0.5,0.01,0.9750000000000001,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.0028346]
400,500,0.5,0.01,0.7312500000000001,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00294881]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00291511]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.4,100,500,2000,1.125,0.1,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00289833]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.4,100,500,2000,1.4625000000000001,0.1,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.0029565]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.4,100,500,2000,1.096875,0.1,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00296716]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.4,100,500,2000,1.4259375,0.1,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00304149]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.4,100,500,2000,1.4259375,0.07500000000000001,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00297744]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.4,100,500,2000,1.4259375,0.09750000000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00305339]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.4,100,500,2000,1.4259375,0.07312500000000001,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00299373]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.4,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00275453]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.0499999999999998,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00301299]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.3649999999999998,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00297337]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.0237499999999997,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00291799]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.3308749999999996,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00288318]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.3308749999999996,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.0075,[0.00299842]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.3308749999999996,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.00975,[0.00288015]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.3308749999999996,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.0073124999999999996,[0.00290132]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.3308749999999996,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00291567]
400,500,0.5,0.01,0.75,0.01,8,1.3308749999999996,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00274862]
400,500,0.5,0.01,0.9750000000000001,0.01,8,1.3308749999999996,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00311611]
400,500,0.5,0.01,0.7312500000000001,0.01,8,1.3308749999999996,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00285473]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.3308749999999996,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00297867]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.3308749999999996,100,500,2000,1.125,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00302408]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.3308749999999996,100,500,2000,1.4625000000000001,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00276772]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.3308749999999996,100,500,2000,1.096875,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00302399]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.3308749999999996,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00292738]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.3308749999999996,100,500,2000,1.4259375,0.07500000000000001,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00292191]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.3308749999999996,100,500,2000,1.4259375,0.09750000000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00308991]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.3308749999999996,100,500,2000,1.4259375,0.07312500000000001,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00298301]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.3308749999999996,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00288991]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.0499999999999998,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.0028202]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.3649999999999998,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00301108]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.0237499999999997,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00294025]
400,500,0.5,0.01,0.9506250000000002,0.01,8,1.3308749999999996,100,500,2000,1.4259375,0.09506250000000002,reservoir_dim,random,2,W_F,,0.009506249999999999,[0.00313752]
