N,rfc_type,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,n_adapt,washout,beta_W,beta_W_out,W_in_std,W_sr,noise_std,signal_noise,experiment_name,cycles,n_rep,nrmse
500,matrix_conceptor,882.0899999999999,212.5764,1053.0,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.8,0.00021523360499992711,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0028386093868927264
500,matrix_conceptor,882.0899999999999,212.5764,1053.0,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.9,0.00021523360499992711,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0028948205495371152
500,matrix_conceptor,882.0899999999999,212.5764,1053.0,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.7000000000000001,0.00021523360499992711,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0019312746988217964
500,matrix_conceptor,882.0899999999999,212.5764,1053.0,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.00021523360499992711,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0019888383841244433
500,matrix_conceptor,882.0899999999999,212.5764,1053.0,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.00023675696549991984,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0019481966037424307
500,matrix_conceptor,882.0899999999999,212.5764,1053.0,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.0001937102444999344,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0020721881769451504
500,matrix_conceptor,882.0899999999999,212.5764,1053.0,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.00021308126894992784,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0019015540604267335
500,matrix_conceptor,882.0899999999999,212.5764,1053.0,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0019202570158328928
500,matrix_conceptor,882.0899999999999,212.5764,1053.0,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.00023438939584492064,0.0059912373143700005,../res/2025-01-22 12:50:36__500.csv,3,5,0.0019820640324977393
500,matrix_conceptor,882.0899999999999,212.5764,1053.0,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.00023438939584492064,0.00490192143903,../res/2025-01-22 12:50:36__500.csv,3,5,0.002376101705410341
500,matrix_conceptor,882.0899999999999,212.5764,1053.0,510.3,1916,500,0.00011740617900000001,0.005904900000000001,0.95,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0023283429559892706
500,matrix_conceptor,882.0899999999999,212.5764,1053.0,510.3,1916,500,9.6059601e-05,0.005904900000000001,0.95,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0020428352634898526
500,matrix_conceptor,970.299,212.5764,1053.0,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0020997265699823965
500,matrix_conceptor,793.8809999999999,212.5764,1053.0,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0024069063810208467
500,matrix_conceptor,873.2690999999999,212.5764,1053.0,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0019009852756963232
500,matrix_conceptor,960.5960099999999,212.5764,1053.0,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0020399140897488293
500,matrix_conceptor,960.5960099999999,233.83404000000002,1053.0,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0022132460262741503
500,matrix_conceptor,960.5960099999999,191.31876,1053.0,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0020192434395054173
500,matrix_conceptor,960.5960099999999,212.5764,1158.3,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0019167519831603517
500,matrix_conceptor,960.5960099999999,212.5764,947.7,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.002048291961299134
500,matrix_conceptor,960.5960099999999,212.5764,1042.47,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.002119016382218854
500,matrix_conceptor,960.5960099999999,212.5764,1042.47,561.33,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.002078754403337323
500,matrix_conceptor,960.5960099999999,212.5764,1042.47,459.27,1916,500,0.00010673289,0.005904900000000001,0.95,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.002173590846011073
500,matrix_conceptor,960.5960099999999,212.5764,1042.47,510.3,1916,500,0.00010673289,0.006495390000000001,0.95,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.002233253623007054
500,matrix_conceptor,960.5960099999999,212.5764,1042.47,510.3,1916,500,0.00010673289,0.005314410000000001,0.95,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.001967213834512589
500,matrix_conceptor,960.5960099999999,212.5764,1042.47,510.3,1916,500,0.00010673289,0.005904900000000001,1.0,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.002368557435408808
500,matrix_conceptor,960.5960099999999,212.5764,1042.47,510.3,1916,500,0.00010673289,0.005904900000000001,0.8999999999999999,0.6000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0021205419894925687
500,matrix_conceptor,960.5960099999999,212.5764,1042.47,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.7000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.002133139004068115
500,matrix_conceptor,960.5960099999999,212.5764,1042.47,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.5000000000000001,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0020490882349272687
500,matrix_conceptor,960.5960099999999,212.5764,1042.47,510.3,1916,500,0.00010673289,0.005904900000000001,0.95,0.40000000000000013,0.00023438939584492064,0.0054465793767,../res/2025-01-22 12:50:36__500.csv,3,5,0.0021212934238610463
