n_harvest,washout,learning_rate_c,beta_W_out,beta_G,beta_D,aperture,spectral_radius,N,M,n_adapt,W_sr,W_sparseness,d_dim,F_method,signal_dim,G_method,noise_mean,noise_std,nrmse
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.005,[0.00267608]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0075,[0.00267571]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.00375,[0.00267237]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.005625,[0.00262435]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0028125,[0.00254412]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.00421875,[0.00251777]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.002109375,[0.00265752]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0031640625,[0.00252095]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.00158203125,[0.00252581]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.002373046875,[0.00256668]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0011865234375,[0.00255486]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0017797851562500002,[0.00251912]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0008898925781250001,[0.00257996]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0013348388671875003,[0.00252495]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0006674194335937501,[0.00265745]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0010011291503906252,[0.00262454]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005005645751953126,[0.00256559]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0007508468627929689,[0.00236758]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.00037542343139648445,[0.00273393]
400,500,0.5,0.01,1,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00271112]
400,500,0.5,0.01,0.025,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00270652]
400,500,0.5,0.01,0.037500000000000006,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.0025565]
400,500,0.5,0.01,0.018750000000000003,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00255191]
400,500,0.5,0.01,0.028125000000000004,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00253081]
400,500,0.5,0.01,0.014062500000000002,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00260395]
400,500,0.5,0.01,0.02109375,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00269539]
400,500,0.5,0.01,0.010546875,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00265295]
400,500,0.5,0.01,0.015820312500000003,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00268352]
400,500,0.5,0.01,0.007910156250000001,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00256829]
400,500,0.5,0.01,0.011865234375000002,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.002545]
400,500,0.5,0.01,0.005932617187500001,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00252619]
400,500,0.5,0.01,0.00889892578125,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00268925]
400,500,0.5,0.01,0.004449462890625,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00258582]
400,500,0.5,0.01,0.0066741943359375005,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00267806]
400,500,0.5,0.01,0.0033370971679687503,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00249503]
400,500,0.5,0.01,0.005005645751953125,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.0024957]
400,500,0.5,0.01,0.0025028228759765626,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00253761]
400,500,0.5,0.01,0.003754234313964844,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00258774]
400,500,0.5,0.01,0.001877117156982422,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00258073]
400,500,0.5,0.01,0.002815675735473633,0.01,8,1.4,100,500,2000,1.5,0.1,reservoir_dim,white_noise,2,W_F,0,0.0005631351470947267,[0.00257684]
