n_harvest,washout,beta_W_out,beta_G,beta_D,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,spectral_radius,N,M,n_adapt,W_sparseness,d_dim,F_method,signal_dim,G_method,noise_mean,noise_std,signal_noise,rfc_type,max_n_features,verbose,W_in_std,W_sr,experiment_name,cycles,n_rep,nrmse
3000,500,0.02,0.4,6.000000000000001e-05,48,28,130,18,1.1,300,1200,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00055,0.007,base,750,False,1.5,1.2,../res/2024-12-18 11:04:18.csv,2,3,0.0021696021324388256
3000,500,0.02,0.4,6.000000000000001e-05,48,28,130,18,1.1,300,1200,3000,0.1,reservoir_dim,patterns,2,W_F,,0.00045,0.007,base,750,False,1.5,1.2,../res/2024-12-18 11:04:18.csv,2,3,0.0019091506351913434
3000,500,0.02,0.4,6.000000000000001e-05,48,28,130,18,1.1,300,1200,3000,0.1,reservoir_dim,patterns,2,W_F,,0.0005,0.0077,base,750,False,1.5,1.2,../res/2024-12-18 11:04:18.csv,2,3,0.0019135064598566093
3000,500,0.02,0.4,6.000000000000001e-05,48,28,130,18,1.1,300,1200,3000,0.1,reservoir_dim,patterns,2,W_F,,0.0005,0.0063,base,750,False,1.5,1.2,../res/2024-12-18 11:04:18.csv,2,3,0.0020899554570157973
3000,500,0.02,0.44000000000000006,6.000000000000001e-05,48,28,130,18,1.1,300,1200,3000,0.1,reservoir_dim,patterns,2,W_F,,0.0005,0.007,base,750,False,1.5,1.2,../res/2024-12-18 11:04:18.csv,2,3,0.001812794176541479
3000,500,0.02,0.36,6.000000000000001e-05,48,28,130,18,1.1,300,1200,3000,0.1,reservoir_dim,patterns,2,W_F,,0.0005,0.007,base,750,False,1.5,1.2,../res/2024-12-18 11:04:18.csv,2,3,0.0019956297911916526
3000,500,0.02,0.4,6.000000000000001e-05,52.8,28,130,18,1.1,300,1200,3000,0.1,reservoir_dim,patterns,2,W_F,,0.0005,0.007,base,750,False,1.5,1.2,../res/2024-12-18 11:04:18.csv,2,3,0.0019036549268826406
3000,500,0.02,0.4,6.000000000000001e-05,43.2,28,130,18,1.1,300,1200,3000,0.1,reservoir_dim,patterns,2,W_F,,0.0005,0.007,base,750,False,1.5,1.2,../res/2024-12-18 11:04:18.csv,2,3,0.0019667401343864137
3000,500,0.02,0.4,6.000000000000001e-05,48,30.8,130,18,1.1,300,1200,3000,0.1,reservoir_dim,patterns,2,W_F,,0.0005,0.007,base,750,False,1.5,1.2,../res/2024-12-18 11:04:18.csv,2,3,0.0019803873885365143
3000,500,0.02,0.4,6.000000000000001e-05,48,25.2,130,18,1.1,300,1200,3000,0.1,reservoir_dim,patterns,2,W_F,,0.0005,0.007,base,750,False,1.5,1.2,../res/2024-12-18 11:04:18.csv,2,3,0.002039759532617385
