N,rfc_type,aperture_rossler_attractor,aperture_lorenz_attractor,aperture_mackey_glass,aperture_henon_attractor,n_adapt,washout,beta_W,beta_W_out,W_in_std,W_sr,noise_std,signal_noise,experiment_name,cycles,n_rep,nrmse
500,matrix_conceptor,1000,400,1300,630,1916,500,0.0001,0.01,1.1,1.0,0.00032476949999989,0.00617463,../res/2025-01-22 12:50:10__500.csv,2,5,0.002851994557183214
500,matrix_conceptor,1000,400,1300,630,1916,500,0.0001,0.01,1.1,1.0,0.00026572049999991,0.00617463,../res/2025-01-22 12:50:10__500.csv,2,5,0.0032177316165926456
500,matrix_conceptor,1000,400,1300,630,1916,500,0.0001,0.01,1.1,1.0,0.0002952449999999,0.006792093000000001,../res/2025-01-22 12:50:10__500.csv,2,5,0.002892624177738429
500,matrix_conceptor,1000,400,1300,630,1916,500,0.0001,0.01,1.1,1.0,0.0002952449999999,0.005557167,../res/2025-01-22 12:50:10__500.csv,2,5,0.0023900793329391487
