N,M,rfc_type,aperture_rossler_attractor_2d,aperture_lorenz_attractor_2d,aperture_mackey_glass_2d,aperture_henon_attractor_2d,n_adapt,washout,beta_W,beta_W_out,W_in_std,W_sr,noise_std,signal_noise,bias,experiment_name,cycles,n_rep,nrmse
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,0.0001,0.01,1.2,0.8,0.000121,0.0005,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.0029902417584926266
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,0.0001,0.01,1.2,0.8,9.900000000000001e-05,0.0005,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.0030931379475112276
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,0.0001,0.01,1.2,0.8,0.00011,0.00055,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.002728200966240208
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,0.0001,0.01,1.2,0.8,0.00011,0.00045,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.002821303720353914
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,0.0001,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.0032269734106207767
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,0.00011,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.002606427478768397
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,9e-05,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.003093053482601736
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,9.900000000000001e-05,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.0027734501207543347
250,500,matrix_conceptor,50.0,20.0,35.0,20.0,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.0032356846515741466
250,500,matrix_conceptor,55.0,20.0,35.0,20.0,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.002794231041242036
250,500,matrix_conceptor,45.0,20.0,35.0,20.0,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.0033330804731432706
250,500,matrix_conceptor,49.5,20.0,35.0,20.0,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.003147839641765523
250,500,matrix_conceptor,54.45,20.0,35.0,20.0,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.0026132352029427756
250,500,matrix_conceptor,59.895,20.0,35.0,20.0,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.003048156491946883
250,500,matrix_conceptor,59.895,22.0,35.0,20.0,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.002759846182900001
250,500,matrix_conceptor,59.895,18.0,35.0,20.0,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.0027934141102467936
250,500,matrix_conceptor,59.895,16.2,35.0,20.0,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.002406951289889827
250,500,matrix_conceptor,59.895,14.579999999999998,35.0,20.0,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.0026205225830600192
250,500,matrix_conceptor,59.895,14.579999999999998,38.5,20.0,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.0027780067199302096
250,500,matrix_conceptor,59.895,14.579999999999998,31.5,20.0,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.0029705972485163747
250,500,matrix_conceptor,59.895,14.579999999999998,28.35,20.0,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.0025950189121381243
250,500,matrix_conceptor,59.895,14.579999999999998,25.515,20.0,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.003045689386864299
250,500,matrix_conceptor,59.895,14.579999999999998,25.515,22.0,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.0027410559183427786
250,500,matrix_conceptor,59.895,14.579999999999998,25.515,18.0,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.0026980947815531653
250,500,matrix_conceptor,59.895,14.579999999999998,25.515,16.2,3000,500,0.0001089,0.01,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.0027885259292776154
250,500,matrix_conceptor,59.895,14.579999999999998,25.515,16.2,3000,500,0.0001089,0.011,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.00294529912916644
250,500,matrix_conceptor,59.895,14.579999999999998,25.515,16.2,3000,500,0.0001089,0.009000000000000001,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.002783107735168833
250,500,matrix_conceptor,59.895,14.579999999999998,25.515,16.2,3000,500,0.0001089,0.008100000000000001,1.2,0.8,0.00011,0.000405,0.4,../res/2025-01-28 14:41:30_250.csv,3,5,0.003101023026379892
