n_harvest,washout,beta_W_out,beta_G,beta_D,aperture_rossler_attractor_2d,aperture_lorenz_attractor_2d,aperture_mackey_glass_2d,aperture_henon_attractor_2d,spectral_radius,N,M,n_adapt,W_sparseness,d_dim,F_method,signal_dim,G_method,noise_mean,noise_std,signal_noise,rfc_type,max_n_features,verbose,W_in_std,W_sr,experiment_name,cycles,n_rep,nrmse
3000,500,0.0084375,0.2598156,1.6685485839843752e-05,31.492800000000003,22.68,14.348907,14.289858,1.1,250,1000,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.0045927,PCARFC,50.0,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002341233337194643
3000,500,0.0084375,0.34235641796399996,1.6685485839843752e-05,30.233088000000002,22.68,14.348907,14.289858,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002409226401587534
3000,500,0.0084375,0.34235641796399996,1.6685485839843752e-05,36.2797056,22.68,14.348907,14.289858,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002502599213275111
3000,500,0.0084375,0.34235641796399996,1.6685485839843752e-05,36.2797056,27.216,14.348907,14.289858,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002208666754230837
3000,500,0.0084375,0.25721744399999996,1.6685485839843752e-05,31.492800000000003,22.68,14.348907,14.289858,1.1,250,750,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.000311972285869695,0.0045927,PCARFC,62.5,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0021170946214296277
3000,500,0.0084375,0.34235641796399996,1.6685485839843752e-05,36.2797056,18.144,14.348907,14.289858,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0025368565935195066
3000,500,0.0084375,0.34235641796399996,1.6685485839843752e-05,36.2797056,21.772799999999997,14.348907,14.289858,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0024467048463985112
3000,500,0.0084375,0.34235641796399996,1.6685485839843752e-05,36.2797056,26.127359999999996,14.348907,14.289858,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.00246604904293814
3000,500,0.0084375,0.25721744399999996,1.6685485839843752e-05,31.492800000000003,22.68,14.348907,14.289858,1.1,250,750,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.000311972285869695,0.0045927,PCARFC,37.5,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002076836569742492
3000,500,0.0084375,0.28579716,1.6685485839843752e-05,31.492800000000003,22.68,14.348907,14.289858,1.1,250,1000,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.0045927,PCARFC,50.0,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0022912582582772538
3000,500,0.0084375,0.34235641796399996,1.6685485839843752e-05,36.2797056,26.127359999999996,17.2186884,14.289858,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002492634293395571
3000,500,0.0084375,0.25721744399999996,1.6685485839843752e-05,31.492800000000003,22.68,14.348907,14.289858,1.1,250,750,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.000311972285869695,0.0045927,PCARFC,28.125,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002344396563235278
3000,500,0.0084375,0.34235641796399996,1.6685485839843752e-05,36.2797056,26.127359999999996,11.4791256,14.289858,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002244118289406524
3000,500,0.0084375,0.34235641796399996,1.6685485839843752e-05,36.2797056,26.127359999999996,9.18330048,14.289858,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0022946778784843384
3000,500,0.0084375,0.23383403999999997,1.6685485839843752e-05,31.492800000000003,22.68,14.348907,14.289858,1.1,250,1000,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.0045927,PCARFC,50.0,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002492357037457276
3000,500,0.0084375,0.34235641796399996,1.6685485839843752e-05,36.2797056,26.127359999999996,9.18330048,17.1478296,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0024007168478720107
3000,500,0.0084375,0.25721744399999996,1.6685485839843752e-05,37.791360000000005,22.68,14.348907,14.289858,1.1,250,750,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.000311972285869695,0.0045927,PCARFC,28.125,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0020984953022810263
3000,500,0.0084375,0.34235641796399996,1.6685485839843752e-05,36.2797056,26.127359999999996,9.18330048,11.4318864,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002531142534111955
3000,500,0.0084375,0.34235641796399996,1.6685485839843752e-05,36.2797056,26.127359999999996,9.18330048,9.14550912,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.00219298379499917
3000,500,0.0084375,0.25721744399999996,1.6685485839843752e-05,25.19424,22.68,14.348907,14.289858,1.1,250,750,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.000311972285869695,0.0045927,PCARFC,28.125,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002331748165647756
3000,500,0.0084375,0.25721744399999996,1.6685485839843752e-05,31.492800000000003,22.68,14.348907,14.289858,1.1,250,1000,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.0045927,PCARFC,50.0,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002185369361036179
3000,500,0.0084375,0.34235641796399996,1.6685485839843752e-05,36.2797056,26.127359999999996,9.18330048,7.3164072959999995,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002444779284271206
3000,500,0.0084375,0.25721744399999996,1.6685485839843752e-05,30.233088000000002,22.68,14.348907,14.289858,1.1,250,750,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.000311972285869695,0.0045927,PCARFC,28.125,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0025598469394627643
3000,500,0.010546875,0.34235641796399996,1.6685485839843752e-05,36.2797056,26.127359999999996,9.18330048,7.3164072959999995,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0023431387236594954
3000,500,0.006328125,0.34235641796399996,1.6685485839843752e-05,36.2797056,26.127359999999996,9.18330048,7.3164072959999995,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0019196133158270407
3000,500,0.0084375,0.2829391884,1.6685485839843752e-05,31.492800000000003,22.68,14.348907,14.289858,1.1,250,1000,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.0045927,PCARFC,50.0,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0025394720834325353
3000,500,0.00474609375,0.34235641796399996,1.6685485839843752e-05,36.2797056,26.127359999999996,9.18330048,7.3164072959999995,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002490937214033761
3000,500,0.0084375,0.25721744399999996,1.6685485839843752e-05,30.233088000000002,27.216,14.348907,14.289858,1.1,250,750,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.000311972285869695,0.0045927,PCARFC,28.125,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0024349751977654787
3000,500,0.00474609375,0.34235641796399996,2.0856857299804692e-05,36.2797056,26.127359999999996,9.18330048,7.3164072959999995,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0024120040039891863
3000,500,0.00474609375,0.34235641796399996,1.2514114379882814e-05,36.2797056,26.127359999999996,9.18330048,7.3164072959999995,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0020810412892960906
3000,500,0.00474609375,0.34235641796399996,9.385585784912111e-06,36.2797056,26.127359999999996,9.18330048,7.3164072959999995,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0024807278865024234
3000,500,0.0084375,0.25721744399999996,1.6685485839843752e-05,30.233088000000002,18.144,14.348907,14.289858,1.1,250,750,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.000311972285869695,0.0045927,PCARFC,28.125,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002438087717204732
3000,500,0.00474609375,0.34235641796399996,9.385585784912111e-06,36.2797056,26.127359999999996,9.18330048,7.3164072959999995,1.1500000000000001,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0022541828566278676
3000,500,0.0084375,0.2829391884,1.6685485839843752e-05,31.492800000000003,22.68,14.348907,14.289858,1.1,250,1000,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.0045927,PCARFC,62.5,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0022356917050781436
3000,500,0.00474609375,0.34235641796399996,9.385585784912111e-06,36.2797056,26.127359999999996,9.18330048,7.3164072959999995,1.05,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002421819574853886
3000,500,0.00474609375,0.34235641796399996,9.385585784912111e-06,36.2797056,26.127359999999996,9.18330048,7.3164072959999995,1.1,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0022812752897351752
3000,500,0.0084375,0.25721744399999996,1.6685485839843752e-05,30.233088000000002,22.68,17.2186884,14.289858,1.1,250,750,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.000311972285869695,0.0045927,PCARFC,28.125,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0024373591144380906
3000,500,0.00474609375,0.34235641796399996,9.385585784912111e-06,36.2797056,26.127359999999996,9.18330048,7.3164072959999995,1.1500000000000001,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0019717219184917055
3000,500,0.00474609375,0.34235641796399996,9.385585784912111e-06,36.2797056,26.127359999999996,9.18330048,7.3164072959999995,1.2000000000000002,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002353210128605314
3000,500,0.0084375,0.2829391884,1.6685485839843752e-05,31.492800000000003,22.68,14.348907,14.289858,1.1,250,1000,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.0045927,PCARFC,37.5,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0023951193236689838
3000,500,0.0084375,0.25721744399999996,1.6685485839843752e-05,30.233088000000002,22.68,11.4791256,14.289858,1.1,250,750,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.000311972285869695,0.0045927,PCARFC,28.125,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0025531065622503243
3000,500,0.00474609375,0.34235641796399996,9.385585784912111e-06,36.2797056,26.127359999999996,9.18330048,7.3164072959999995,1.2000000000000002,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2999999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0023189272242191334
3000,500,0.00474609375,0.34235641796399996,9.385585784912111e-06,36.2797056,26.127359999999996,9.18330048,7.3164072959999995,1.2000000000000002,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.1999999999999997,1.25,../res/PCARFC_250_laat.csv,3,3,0.0025547717960660724
3000,500,0.0084375,0.2829391884,1.6685485839843752e-05,31.492800000000003,22.68,14.348907,14.289858,1.1,250,1000,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.0045927,PCARFC,28.125,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0016833950865400927
3000,500,0.00474609375,0.34235641796399996,9.385585784912111e-06,36.2797056,26.127359999999996,9.18330048,7.3164072959999995,1.2000000000000002,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002101020968584302
3000,500,0.0084375,0.25721744399999996,1.6685485839843752e-05,30.233088000000002,22.68,14.348907,17.1478296,1.1,250,750,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.000311972285869695,0.0045927,PCARFC,28.125,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.002361063249126985
3000,500,0.00474609375,0.34235641796399996,9.385585784912111e-06,36.2797056,26.127359999999996,9.18330048,7.3164072959999995,1.2000000000000002,250,500,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.0003851509702095,0.006792092999999999,PCARFC,73.2421875,False,1.2999999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0022320483281514807
3000,500,0.0084375,0.25721744399999996,1.6685485839843752e-05,30.233088000000002,22.68,14.348907,11.4318864,1.1,250,750,3000,0.1,reservoir_dim,patterns,2,W_F,0,0.000311972285869695,0.0045927,PCARFC,28.125,False,1.2499999999999998,1.25,../res/PCARFC_250_laat.csv,3,3,0.0023169709106321402
